recommendationid,appid,input_text,positive_topics,negative_topics,labels
115678760,1946590,is an interesting game for me but always have connection problem and sometimes i cannot proceed the stage after clearing,[],"[""network_server"", ""bugs""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
202865385,518790,"Nice game, but if you are an achievement freak like me, you need to deal with the fact that you can't get 100% on this game without spending extra money on DLCs ( :","[""gameplay""]","[""monetization""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145868858,1066830,"AT A GLANCE Main Game Name: Nyasha Land of Elves DLC Name: Hentai DLC for Nyasha Land of Elves Original Release: 2019-04-13 Genre Tags: Casual, Puzzle, DLC, NSFW, Nudity DLC Has Achievements in Main Game: No Recommended To: Adults REVIEW Hentai DLC for Nyasha Land of Elves is downloadable content (DLC) for Nyasha Land of Elves a casual, tile sliding puzzle game with nudity. DLC DETAILS The DLC adds 30 different puzzles to the original 30 from the vanilla game. The game will show you on the main page that the DLC is active. The pictures continue by undressing the 10 girls in the puzzles with the last 10 puzzles being full nudes of the girls. The DLC does not unlock any additional achievements, but unlocks all of the content most of these games are made for. COMPLAINTS There is nothing specific to complain about for this DLC. RECOMMENDATION This DLC is worth picking up if you decide to buy the main game.","[""content"", ""monetization"", ""value""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13135597,262750,"Not a ""space combat sim"" like it claims--it's more of a ""3d fighting game"" and focuses on ""maneuvers"" in order to do simple things like TURN AROUND. If you want to turn left, you can't just move your mouse to the left--you need to perform a combo maneuver in order for your ship to turn. There were also a grand total of 10 players in games and in lobbies when I tried playing. For something that's trying to be a multiplayer game, it probably could use multiple players. Waste of money.",[],"[""controls"", ""multiplayer"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
29690429,438100,"I am having a VR setup since December and I have seen A LOT, that includes a ton of games, ""experiences"", demos. And also a bunch of social VR apps, incl. Altxxxxx, HiFi and some others. This one I have to say blows ALL these experiences out of the water - by miles! Let me see. Today, this Friday night...I have been in a giant show which was excellently done with anime dancers. I climbed about a mile up in the sky with some people and then we dropped down. I have been in some sort of anime/game forest. I have been in a bowling alley which appeared very real, complete with 50s music and disco light :) I have been in a bar with about 20 people and a bar tender busy running around and serving drinks. I have been in an abandoned prison with scary ghosts, traps and all kinds of stuff. We have played games like CTF and we've been in an old Western town where we were the Sherrifs and shot some bad Bandit dudes :) A lot of fun also with people showing off their insanely creative avatars. I took my headset off later on and realized that I ""experienced"" more things in one single night than a normal person could ever experience in ""real life"" in a night, uh..a week or a month even. This is just frickin' awesome beyond words. From a technical point of view, the avatars are excellent and VRchat even allows making and importing your own from Unity. Lip sync, eye tracking and all. Some of the best avatars I have ever seen. The entire system seems polished and runs smooth. VRChat must have hundreds of ""worlds"" including games etc. to choose from since you can browse them for an half an hour and still didn't see them all. This is crazy. Uh, that being said people can also design their own worlds and games and put them in there. Possibilites: Endless. MIND. BLOWN. And the people are ALL extremely friendly and supportive etc. This is VR as good as it can get with TONS of fun and infinite things to do. Seriously it's mind-blowingly good.","[""content"", ""gameplay"", ""graphics"", ""ui_ux"", ""value""]",[],"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
190354613,3578690,"Support the volunteer developers in bringing this great Tactial Shooter to Linux and Steam Deck, look sweet while doing it","[""value"", ""updates_support""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201532507,2275490,"Sadly, this game seems unfinished. The puzzles are great, but the last act comes out of nowhere, increases the difficulty exponentially and suddenly ends the interesting story (set during the ""baburu keiki"" era in Japan). And the ending itself... it leaves so many plot threads open that, even now, I hope it is just a ""bad ending"" and the creators are planning to add a better one later on (even if it is just a en epilogue where you can actually make use of the objects you receive during the game and give a proper sendoff to the characters you have created relationships with). I was still going to recommend this game because of the Zachtronics gameplay. Yet, the more I think about all the missed opportunities with the story, the toolset that stops evolving at the halfway point, the nonsensical achievements (that ask you to win a mediocre pachinko-inspired minigame 10 times)... the more I believe this game needs to be sent back to the kitchen, so that it can spend more time in the oven and come back in a better state.","[""gameplay""]","[""difficulty_balance"", ""story"", ""content"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
202926617,2523720,"I tested it directly on my Steam Deck, and what can I say? It runs well in single-player, and the multiplayer works flawlessly too; you can find servers quickly :) Good game. Here's a test video of it on the Steam Deck: [URL] Edit: I've been playing on the deck for 2 hours now without any problems, it's a lot of fun :) Edit 2: I'm now at almost 5 hours, reaching Act 4. No problems. The lowest fps so far was a drop to 39 fps, on ultra texture, the rest on high.","[""bugs"", ""gameplay"", ""multiplayer"", ""performance""]",[],"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129759443,997430,"This is a good puzzle game with a very strange story. If you prefer casual puzzle games (like me) over hardcore puzzle games, don't be put off by the comments! It's really not as hard as they're making it sound. There is one part where everyone, myself included, gets stuck (the first statue puzzle in the sewers), but it's not the difficulty of the puzzle that's hard, it's figuring out where the sequence begins. Once you know that, it's just another average puzzle. All the other puzzles just require simple logic or solving fairly easy riddles. The music in the Ghost Coast section is very nice. I really enjoyed that. I also really appreciate the speed at which you can speed walk. You're able to run from one place to the next rather than slowly plodding along. In a couple areas where you need to cover a little distance, this is extremely useful. So this is definitely a fantasy puzzle game rather than a walking simulator. I also love that, even though the game has been out for a couple years, the dev is still actively involved in answering questions, responding to comments, and is thinking about adding a patch to the game. He's also very friendly. Everything works as it should, and there are no bugs, which is fantastic. I'm quite pleased with this game. It's relatively short (only 4 levels), but there are two different endings. The puzzles are hard enough to make you feel satisfied when you solve them, but they're not so hard that you want to quit... unless you're that one other reviewer who rage quit lol. It's fun, and really, that's all you can ask for from a game.","[""bugs"", ""gameplay"", ""story"", ""ui_ux"", ""updates_support""]",[],"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142968612,2475020,"The game's visuals are stunning, with vibrant and colorful space environments that make each battle a visually captivating spectacle. Combined with a pulsating soundtrack, Light Speed Ride Out succeeds in creating an immersive atmosphere that draws you into the cosmic mayhem. Moreover, the rogue-lite elements add a thrilling element of surprise to each playthrough. The procedurally generated levels and unpredictable enemy encounters kept me on my toes, constantly adapting my strategies to survive and thrive in this unforgiving galaxy. Light Speed Ride Out is an outstanding space-themed arena shooter that offers a perfect blend of action, strategy, and exploration. Its roguelite elements, ship upgrades, crew management, and cooperative multiplayer create an addictive gaming experience that space enthusiasts and shooter fans will adore. I can't wait to see what the developers have in store for this stellar title. Highly recommended!","[""graphics"", ""audio"", ""gameplay"", ""replayability"", ""multiplayer""]",[],"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203404308,2500460,"A nice and easy to pick up inventory management game that still features a lot of variety. Many different builds to try out, and lots of stuff to unlock","[""gameplay"", ""content"", ""replayability""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24521893,263100,I love that game. A game that do you relax is nice. I want more of that style of games. Nice relax piano music.,"[""audio"", ""gameplay""]",[],"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202125180,803600,"please fix voice over dlc adell & rozaline, its sound like not human",[],"[""audio"", ""localization""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202781563,311210,its fun but the online muiltiplayer is kinda trash it keeps failing to connect to servers even tho i have gigabyte internet and my latency is 5-16ms,"[""gameplay""]","[""multiplayer"", ""network_server""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
203064363,3303780,They took what was an actually decent game and then ruined it with trans stuff. What a pity.,[],"[""other""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
100694222,1520480,"excellent , just an excellent worthy DLC that madea huge good improvements for the game !! you will love it","[""content"", ""value""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117754992,1586920,"What is going on here? Typos galore and a labyrinth full of nonsense, not to mention bugs and softlocks. Nope!",[],"[""bugs"", ""localization"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
202035837,1372280,"GREAT game i love this, this is the first time I enjoying fighting game, and Edmon Dantes is so COOL he is my favourite servant in FGO btw.","[""gameplay"", ""story""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202209897,2693730,Amazing game!!! You can truly tell it is a PF2E game because my character constantly rolls <6 while the rest of the party and the enemies roll like normal!! It's just like I'm playing in person!!!,"[""gameplay""]","[""difficulty_balance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19530301,297720,"I tried to play this game and enjoy it, but in the end I became too frustrated and have requested a refund; I regret ever purchasing this game even with the very reduced price. The first level was fine and rather enjoyable, not that laggy and rather intriguing. The second level had more complex terrain and had more foliage, the lag became more pronounced; even with the settings the lowest they could be (including resolution) - my specs are rather old but I can playv modern games with decent settings. The lag was annoying but I was willing to play through the level despite it, what made me frustrated to the point of making me never wanting to play this game again was the falling through the floor and dying, I tried to play on but I just could not finish the level since I kept falling through the floor.","[""gameplay""]","[""performance"", ""bugs"", ""value""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
202797894,2646460,"Do not play, In my time on official servers, I keep seeing non-chinese people on pvp servers get banned when the chinese teams are going around with cheat programs. I saw a few players with chinese characters in their name. They were teleporting and moving really fast. I dare not report them because we get banned for reporting any chinese player. Just look in their discord if they havent deleted it all. I left the pvp servers due to them being able to just walk in your base...no thanks. If the developers would not be prejudice, the pvp servers might be viable if the game was better. The game though, not good in general...lots of problems lead to a non-immersive experience. Some of the biggest downfalls are jankyness with combat. Overall, terrible experience. Even worse, using my main character turned out to be completely useless compared to tribesman, which the game did not tell me about. This lead to me wasting days/weeks on leveling it up on official servers. Lag and enemies teleporting around because of no lag compensation. Do not recommend. Seems to be geared to waste your time and just extend your playtime for little benefit. I do not feel rewarded for my time trying to gather things at all. A survival game with with such a grind, and adding the fact that combat is so janky compounds a problem. The problem is the punishing game mechanics. If you get killed while controling a tribesman you took 8 days to find...it gets deleted. Bye bye...there is a buildable object which you can save just a few of your best tribesman but thats late game and not many people ever play to that point. Which leads us to the next fact. When you choose your character, your starting mask is most likely the only mask you will ever use unless you delete your character or start a new game. So your telling me the game doesnt tell you whats good and bad, of corse not. Those who have played a while do. The only truely viable weapon in pvp is usually hammer and sometime gaunlets, everyone runs hammer to get them stunned faster and simply deal more damage. Pve...imagine that, same thing...suprised me when I learned this. The stats are useless except full Strength for hammer, or agility if you want their associated damage types. I tried a tank build...LOL. I switched back after 2 months of testing it it was so bad. The only thing that matters in a game that is so janky and its literally just a dps race usually with some timing on attacks...is just that...damage and when to apply that damage. If thats true, then people should just run hammer and nothing really else since its the highest hit damage per swing (I think)...oh wait, THEY DO. just youtube soulmask pvp videos. Look at the weapon they are using if you dont believe me. This all could be argued to still be worthy of playing...perhaps, if there was any non-chinese crews running around to even fight in the first place, most have been falsely banned or just quit because they knew they were next. I didn't think a game developer would do these practices assuming this is a business. Why would a business be racist? Its lost revenue...I do not understand this. Maybe they got some real life friends who play on their servers...and when someone reports them, they get auto banned? I do not know. Shorter version: Do not buy. 15 year old games are less jank than this. Much less having to worry about getting banned for no good reason as an American. I guess they got my money now...",[],"[""multiplayer"", ""network_server"", ""gameplay"", ""content"", ""difficulty_balance"", ""value"", ""bugs""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
