annotation_id,recommendationid,appid,review_text_clean,voted_up,label,positive_topics,negative_topics,is_valid,invalid_reason,annotation_note,annotation_status,word_count,char_count,votes_up,weighted_vote_score,api_model,api_error,human_verified
56,200940599,1811260,"Shit game like always. Not even worth getting payed to play it. Cant imagine how anybody could create this pile of steaming dump and be proud of himself. If EA would close today forever, I could finally sleep at night.",False,not_recommended,,value,True,,"""Not even worth getting payed to play it""을 value의 부정 평가로, 전반적인 강한 비난 표현을 other의 부정 평가로 판단함.",completed,40,218,2,0.54545456,gpt-5.4-mini,,True
57,30968976,567890,Played alittle of the story. Pretty fun game dev! I see alot of potential in this. Love the music! Wouldnt mind knowing where it came from. Ill see if i can convince my friends to play as well!,True,recommended,"story,audio,multiplayer",,True,,"스토리를 조금 해봤는데 재미있다고 한 점은 story, 음악을 좋아한다고 한 점은 audio, 친구들과 같이 해보고 싶다고 한 점은 multiplayer의 긍정 평가로 판단함.",completed,38,193,10,0.46671116,gpt-5.4-mini,,True
58,32063747,419951,beli tapi ga tau cara makenya neh guwek.. hebad juga..,True,recommended,,,False,,비영어리뷰,completed,10,54,0,0.5,gpt-5.4-mini,,True
59,88820544,1515063,"Not sure about this one. The route is very well detailed. The 323 is interesting. Good shape, average cab (About what to expect from DTG but not Waggonz.) Sounds: I'd expect a fix in the not too distant future. As a whole it's average, 5/10. If you want to try it yourself go ahead but i can't really recommend it.",False,not_recommended,graphics,audio,True,,"노선의 디테일과 차량 외형을 긍정적으로 평가해 graphics를, 사운드 수정이 필요하다고 언급해 audio를, 곧 수정되길 바란다고 해 updates_support의 부정 평가로 판단함.",completed,60,314,4,0.5509358,gpt-5.4-mini,,True
60,202603576,2441370,"Very fun, amazing music, good for mashing buttons or locking in to learn the good stuff. UNI rules and you should tell your friends!",True,recommended,"gameplay,audio",,True,,"버튼을 눌러가며 즐기기 좋다는 점을 gameplay의 긍정으로, amazing music을 audio의 긍정으로 판단함.",completed,24,132,1,0.52380955,gpt-5.4-mini,,True
61,73834384,1092640,welp it says 4 keys through the website. but im not seeing any. (sad becuse i have 4 mates on steam i wanted to gift this game to) everything else mentioned in this was given upon buying. but the keys so far no,False,not_recommended,,"monetization,bugs",True,,웹사이트에서 4개 키가 제공된다고 했지만 실제로 보이지 않는다고 해서 키 지급/구매 조건을 monetization의 부정 평가로 판단함.,completed,43,210,0,0.5,gpt-5.4-mini,,True
62,185389633,2742930,Too real.....don't get PTSD playing this game.,True,recommended,,other,True,,게임이 너무 현실적이라 PTSD를 조심하라는 전반적 부정 평가로 판단해 other의 부정으로 분류함.,completed,7,46,2,0.5,gpt-5.4-mini,,True
63,196845821,1203580,"Since I was always studying animals as a kid, this was a relatively quick and easy game for me. There were admittedly a few animals that I just couldn't remember the name of, so it wasn't without a little challenge. The game plays as it should and everything is spelled correctly. The main negatives are that you only get 5 coins for each solved and just a one letter clue costs that much and a full solve costs 25 so someone who needs a lot of hints or only knows a few basic animals might find the game is not well balanced in this area. It also doesn't have achievements or any kind of in game reward system aside from the coins which add nothing to the game, so I would mainly recommend this game to someone who, like myself, was just interested in testing knowledge that hasn't been used in a few years and just wants to see how much they remember.",True,recommended,"gameplay,localization","difficulty_balance,content",True,,"게임 진행이 잘 되고 철자가 정확하다는 점은 gameplay와 localization의 긍정 평가로, 힌트 비용과 보상 구조가 불균형하다는 점은 difficulty_balance와 content의 부정 평가로 판단함.",completed,163,853,0,0.5,gpt-5.4-mini,,True
64,114583207,1450290,"The game is at best a poor version of Binding Of Isaac - a very poor version. Short & dull and overall more advertisement for a record label, that contributed 90% of the music than anything else, than anything else. Time to beat around 60 minutes. Even if you love metal, just dont waste your money - or wait for a 90% off sale if you really MUST have it. Good thing - some of the featured bands are definitely good. Just sad that they get promoted by such a poor game.",False,not_recommended,audio,"gameplay,content,value",True,,"수록 밴드 음악은 audio의 긍정 평가로, 짧고 지루한 점은 gameplay와 content의 부정 평가로, 돈 낭비라는 표현은 value의 부정 평가로 판단함.",completed,92,469,5,0.53899473,gpt-5.4-mini,,True
65,91776097,1380760,Crushed 3 times in 30 min game play.,False,not_recommended,,bugs,True,,30분 동안 3번이나 튕겼다는 내용이므로 bugs의 부정 평가로 판단함.,completed,8,36,5,0.5332303,gpt-5.4-mini,,True
66,61621945,357030,I realy love this game played a alpha version years ago on the Gamescon in Germany,True,recommended,other,,True,,"게임을 정말 좋아한다고 명시해 전체적인 긍정 평가로 보이며, 구체적 요소 언급이 없어 other로 판단함.",completed,16,82,0,0.4206076,gpt-5.4-mini,,True
67,201933953,559680,"Bro, an all-time CLASSIC! Literally, the 1st game I played online. Playing it now, just brings back those vibes and memories of a much better time. Granted, that probably doesn't mean shit to a new player. You should have been born in the olden times like me bruh. We had it so good. You probably don't even know what Dunkaroos are!",True,recommended,other,,True,,오래된 추억과 향수를 강하게 긍정적으로 표현하지만 구체적인 게임 요소 평가는 없어 other의 긍정으로 판단함.,completed,61,332,0,0.47826087,gpt-5.4-mini,,True
68,201549970,2351970,"Game is probably good or something, but as soon as I saw the first AI image, my interest disappeared. Granted I hear it's used only sparingly, but I don't feel comfortable giving my money to something which had AI used in its development, so I had to refund. I know it sounds petty af, but I really dislike generative AI. I can see the amount of effort put into this game, and I know the devs can find that same effort to draw those images themselves instead of relying on AI. If the AI images are taken out and replaced with human-made art, I will definitely give this game another chance.",False,not_recommended,,other,True,,게임의 구체적 요소보다 AI 이미지 사용에 대한 전반적 불만과 환불 이유가 중심이라 other의 부정 평가로 판단함.,completed,111,590,1,0.39413682,gpt-5.4-mini,,True
69,161430445,2743060,"Fox Trot is a must-play for anyone looking for a fun and challenging gaming experience. Players who are also like me will definitely enjoy the fast-paced gameplay, collecting coins, dodging obstacles, and unlocking new skins. The daily login rewards add an extra layer of incentive, encouraging you to come back for more thrilling adventures every day. :)",True,recommended,"gameplay,content,replayability",,True,,"빠른 전개와 코인 수집·장애물 회피를 gameplay의 긍정으로, 스킨 해금과 일일 로그인 보상을 content와 replayability의 긍정으로 판단함.",completed,57,355,5,0.53116381,gpt-5.4-mini,,True
70,181805403,2403560,1) AI is very weak. 2) BB folds instead of check/call when everybody else call.,False,not_recommended,,difficulty_balance,True,,"AI가 매우 약하다는 점은 difficulty_balance의 부정 평가로, BB가 체크콜 대신 폴드하는 행동은 게임 규칙/행동의 문제로 other로 판단함.",completed,15,79,1,0.52380955,gpt-5.4-mini,,True
71,202731954,3116730,Took me a minute to figure out how to assemble the cart but otherwise very fun game so far!,True,recommended,gameplay,ui_ux,True,,"카트 조립 방법을 알아내기까지 시간이 걸렸다는 점은 ui_ux의 부정 평가로, 전반적으로 매우 재미있다는 점은 gameplay의 긍정 평가로 판단함.",completed,19,91,0,0.5,gpt-5.4-mini,,True
72,157350734,2636200,"This game is a delight. I did have a few issues, in that the enemy placement fells a bit overwhelming and the movable blocks feel a bit hard to interact with, but the game has a really fun sound track and the character is adorable. Edit- I messed up and clicked the button for received for free instead of allow comments, pity my brain for not working",True,recommended,"audio,graphics","difficulty_balance,controls",True,,"사운드트랙을 audio의 긍정으로, 캐릭터가 귀엽다는 점을 graphics의 긍정으로, 적 배치가 과하다는 점을 difficulty_balance의 부정으로, 이동 블록 조작이 어렵다는 점을 controls의 부정으로 판단함.",completed,67,351,1,0.5,gpt-5.4-mini,,True
73,203432074,2214823,"I would have given it a positive review, but a fatal bug made me clip out of bounds. There was no way to fix it.",False,not_recommended,,bugs,True,,치명적인 버그로 맵 밖으로 빠져나가고 해결 방법이 없었다는 점을 bugs의 부정 평가로 판단함.,completed,25,112,0,0.5,gpt-5.4-mini,,True
74,199858790,3225380,Sound is screwed up. WTF,False,not_recommended,,audio,True,,사운드가 망가졌다는 표현을 audio의 부정 평가로 판단함.,completed,5,24,1,0.5,gpt-5.4-mini,,True
